Latitude,Longitude
51.4920588,-0.1200986
51.4993662,-0.0829032
51.485641,-0.1370041
51.4995131,-0.1147771
51.4939002,-0.1452004
51.503534,-0.112309
51.4866145,-0.1057816
51.4997,-0.1127
51.5024242,-0.0831543
51.5021746,-0.0826124
51.4889592,-0.1125669
51.4855,-0.1168
51.4860063,-0.1183176
51.4982337,-0.0813717
51.4934164,-0.0904079
51.4931773,-0.0886338
51.4855,-0.1357
51.4957918,-0.1038984
51.4960381,-0.1012388
51.4941938,-0.1008001
51.4929007,-0.1007906
51.4907723,-0.1060873
51.4906945,-0.1063873
51.5043762,-0.1126429
51.487901,-0.0907078
51.488033,-0.0899916
51.4857771,-0.0913995
51.484517,-0.0884723
51.4842375,-0.0853579
51.4850591,-0.0829536
51.4863524,-0.0842287
51.4864122,-0.0842453
51.4913096,-0.0819792
51.4912583,-0.081899
51.4958162,-0.1420008
51.4958804,-0.1420265
51.4842787,-0.1062587
51.4915989,-0.1007712
51.4873181,-0.1016209
51.4888173,-0.1113052
51.5040629,-0.1137552
51.4935176,-0.0850027
51.4936618,-0.0853983
51.4942327,-0.0917264
51.4941985,-0.095579
51.5136221,-0.1273743
51.5108268,-0.1396697
51.5106165,-0.1394811
51.5112969,-0.1399186
51.5109443,-0.1393778
51.5045053,-0.1091471
51.5093933,-0.0916244
51.5140949,-0.1250205
51.4917764,-0.1246946
51.4997814,-0.1333639
51.5001051,-0.133984
51.5059312,-0.1171709
51.5083717,-0.1046364
51.5064776,-0.0882701
51.501146,-0.125595
51.5147192,-0.1419327
51.5071635,-0.1075107
51.5071058,-0.1077347
51.5135539,-0.0818865
51.5140185,-0.0933958
51.5141008,-0.094599
51.5143282,-0.0956558
51.5143518,-0.0957809
51.5164907,-0.1029976
51.5073473,-0.1060965
51.4968564,-0.1322401
51.491736,-0.093279
51.5074916,-0.0966321
51.492228,-0.1384401
51.4910634,-0.1373236
51.4961248,-0.1427495
51.492568,-0.138169
51.492654,-0.1407246
51.4904856,-0.1382518
51.4898326,-0.1353993
51.4884034,-0.1352067
51.4882514,-0.1438838
51.4872437,-0.1366315
51.5074981,-0.1376335
51.5130584,-0.1422503
51.5133258,-0.1423597
51.5163738,-0.1373964
51.5144147,-0.1274941
51.496954,-0.1372389
51.4917775,-0.1409149
51.4920195,-0.140075
51.4922147,-0.1401479
51.4919874,-0.1402253
51.4920687,-0.1406886
51.4918863,-0.1405842
51.4918872,-0.1406559
51.4908297,-0.1375839
51.4911928,-0.1402178
51.5080244,-0.1262477
51.4898053,-0.139029
51.4925217,-0.1373044
51.4911258,-0.1393028
51.491075,-0.1389923
51.4964971,-0.1354612
51.4969839,-0.1375348
51.4886939,-0.1343052
51.4916563,-0.1389357
51.4964968,-0.1357931
51.486687,-0.1374218
51.4923062,-0.1398318
51.487979,-0.137889
51.49107,-0.135199
51.507674,-0.107669
51.49249,-0.137906
51.4855437,-0.143342
51.4930064,-0.1437669
51.492492,-0.1400662
51.4924309,-0.1399891
51.4927142,-0.1403466
51.4862449,-0.1418707
51.4891045,-0.1367283
51.4889736,-0.1369115
51.4931224,-0.1444689
51.4918399,-0.1461855
51.5157799,-0.0895754
51.4879143,-0.1412706
51.4875152,-0.1412479
51.5131865,-0.0873971
51.4889241,-0.1105565
51.498165,-0.1098581
51.4971602,-0.1394197
51.4972724,-0.1394628
51.5167839,-0.0835466
51.5116974,-0.0819854
51.4905171,-0.1449657
51.4896586,-0.142663
51.5161397,-0.1331197
51.5122998,-0.1313439
51.5132266,-0.1292259
51.5132082,-0.1133709
51.5005716,-0.0991917
51.5060021,-0.1158875
51.505851,-0.1149273
51.5056639,-0.1151021
51.5052279,-0.1167364
51.5052961,-0.1169556
51.5054263,-0.1173741
51.5058176,-0.117588
51.5060413,-0.1173306
51.49664,-0.081097
51.4967462,-0.0821355
51.4951356,-0.0840271
51.4954052,-0.0835344
51.4966644,-0.0825141
51.4965233,-0.0823574
51.4967326,-0.082406
51.5001157,-0.085087
51.5046208,-0.0878573
51.5027766,-0.0959855
51.4957483,-0.144279
51.5121849,-0.0863196
51.4962331,-0.0825069
51.4961827,-0.0825831
51.5132372,-0.1248695
51.4899231,-0.0966475
51.490144,-0.096786
51.4958068,-0.082932
51.4899499,-0.08567
51.5037592,-0.0986447
51.5037436,-0.0988123
51.5042798,-0.0894732
51.5006223,-0.0914796
51.5005539,-0.0914286
51.4982563,-0.0861183
51.4960365,-0.0830382
51.4958506,-0.0832093
51.4957073,-0.083467
51.4956707,-0.0835033
51.4935748,-0.0843117
51.498146,-0.1324706
51.5035192,-0.1112187
51.5153211,-0.0876577
51.5059439,-0.09523
51.50649,-0.0950968
51.5060259,-0.0953633
51.4851603,-0.12037
51.4904875,-0.1038267
51.487906,-0.1063264
51.4882884,-0.105781
51.5047392,-0.0906815
51.491467,-0.0900636
51.4915256,-0.090364
51.491499,-0.0908739
51.4913233,-0.0902584
51.4938085,-0.0937261
51.5130087,-0.088468
51.5131117,-0.0885043
51.5129339,-0.0913684
51.5132233,-0.0865977
51.5063094,-0.1461839
51.506591,-0.146362
51.4949674,-0.1309836
51.5057051,-0.117683
51.4933451,-0.1411427
51.5009235,-0.1185791
51.4995626,-0.1317999
51.5050443,-0.0864445
51.4974573,-0.1296741
51.4972275,-0.1295969
51.5103084,-0.0862258
51.5107157,-0.0860166
51.4966246,-0.1373853
51.5140965,-0.1457514
51.5142408,-0.1458715
51.501164,-0.1267508
51.484547,-0.0936255
51.4880175,-0.0958078
51.4895836,-0.0965819
51.4958703,-0.0995924
51.4995039,-0.1300188
51.5029395,-0.1119178
51.5014045,-0.1104799
51.4869981,-0.1137162
51.4868024,-0.1138309
51.4954656,-0.1108748
51.4953001,-0.1108003
51.4952754,-0.1108431
51.5116653,-0.0899837
51.5112483,-0.0892209
51.4953221,-0.1358802
51.4865457,-0.1077149
51.4865895,-0.1076712
51.4866719,-0.107784
51.4935624,-0.1401166
51.493487,-0.1399889
51.4940606,-0.1410032
51.4996065,-0.1421361
51.5137428,-0.0865657
51.5137484,-0.0865446
51.495552,-0.1459291
51.4980147,-0.144086
51.4981911,-0.1435417
51.4846258,-0.0990611
51.5134044,-0.1303111
51.5132714,-0.1302241
51.5107918,-0.1286084
51.507445,-0.122938
51.5025205,-0.1105989
51.5026287,-0.1102673
51.5147993,-0.099181
51.5132782,-0.0851336
51.5126631,-0.084714
51.5128086,-0.0842713
51.513355,-0.0908549
51.4920499,-0.0903371
51.5111558,-0.1414574
51.4883675,-0.0863342
51.5080583,-0.0951602
51.5082022,-0.096
51.5128083,-0.0926692
51.513214,-0.092611
51.5122519,-0.0928038
51.5118683,-0.0926351
51.5117113,-0.0929606
51.5117379,-0.0931536
51.5083588,-0.1081786
51.4845423,-0.1102753
51.4853204,-0.1112589
51.5028685,-0.1114225
51.5142153,-0.0862893
51.5064909,-0.0994396
51.5116472,-0.0838461
51.5117698,-0.0839268
51.516585,-0.1081211
51.5169447,-0.1041653
51.5147246,-0.087296
51.4999104,-0.1293837
51.5122598,-0.1448048
51.4952986,-0.1357439
51.492157,-0.1384381
51.4923167,-0.1384287
51.4919504,-0.1382141
51.4868473,-0.131287
51.4930666,-0.1407912
51.4929674,-0.1406661
51.516685,-0.0810094
51.5168859,-0.0812418
51.4893035,-0.0907551
51.496105,-0.1346823
51.4972853,-0.1357698
51.5167502,-0.1282806
51.5162937,-0.1333577
51.5164393,-0.1319168
51.5091341,-0.1236564
51.5163795,-0.0826453
51.4914983,-0.1386732
51.4885913,-0.1439055
51.5171225,-0.1310785
51.511257,-0.125512
51.5110873,-0.1255632
51.4959424,-0.1456553
51.4959101,-0.1456248
51.5162628,-0.0835313
51.5164477,-0.0833714
51.5163973,-0.0828757
51.5162768,-0.0819759
51.5149421,-0.0856885
51.514966,-0.0853573
51.4969491,-0.1358185
51.4967728,-0.1370201
51.4932214,-0.1409866
51.4931819,-0.1410628
51.4930109,-0.1410885
51.5157435,-0.0888158
51.5012538,-0.1074065
51.5021621,-0.1043338
51.5053569,-0.1040896
51.5046413,-0.1047964
51.5009039,-0.1037432
51.5019932,-0.1043368
51.5029218,-0.1081456
51.5012347,-0.1049118
51.4911946,-0.0911064
51.4878327,-0.1413033
51.4878113,-0.1412432
51.491643,-0.1411526
51.4898529,-0.1416896
51.4911018,-0.1445311
51.4931735,-0.1440929
51.4930137,-0.1441717
51.4930739,-0.1433726
51.4928508,-0.1433699
51.4925638,-0.1431049
51.4924953,-0.1430474
51.5058683,-0.1049228
51.5055161,-0.1378825
51.5133714,-0.1168317
51.5126794,-0.1308832
51.5137611,-0.1274714
51.5144299,-0.1224347
51.5138813,-0.1258406
51.5140415,-0.1256046
51.5142819,-0.1244673
51.5153635,-0.1212272
51.5145794,-0.121732
51.5149538,-0.1220195
51.5151952,-0.1232063
51.5162311,-0.1241498
51.496694,-0.130662
51.4955243,-0.1321135
51.4941879,-0.1342315
51.4954971,-0.1328411
51.4951872,-0.1326866
51.4953208,-0.1327982
51.4929065,-0.1405893
51.4925664,-0.1401742
51.4936157,-0.1403896
51.4886945,-0.1209177
51.5128158,-0.1389887
51.5161298,-0.1352803
51.4949245,-0.1278217
51.4947749,-0.1278303
51.4947695,-0.1276501
51.4947802,-0.1286371
51.4875737,-0.1414652
51.487104,-0.138101
51.4939727,-0.1409724
51.496625,-0.133521
51.4946431,-0.1324604
51.4945997,-0.1321699
51.4947692,-0.1319784
51.51655,-0.0890475
51.516299,-0.0891676
51.494891,-0.126994
51.4946833,-0.1297933
51.5062389,-0.1022202
51.5150683,-0.0983225
51.5147634,-0.0962969
51.5135374,-0.0966701
51.5145419,-0.0948116
51.5142497,-0.0928247
51.5153585,-0.0956641
51.4870362,-0.1351245
51.4901076,-0.1323901
51.5132553,-0.0947404
51.5131505,-0.095051
51.511818,-0.093734
51.5105478,-0.0879734
51.5127576,-0.1116385
51.5137632,-0.1117807
51.5141283,-0.1098158
51.4929888,-0.1107398
51.4927935,-0.1107577
51.485354,-0.1091267
51.4853462,-0.1073991
51.4850626,-0.1050422
51.4850499,-0.1052263
51.484764,-0.1051901
51.4857972,-0.1009215
51.486096,-0.1002205
51.4864471,-0.0997823
51.4862904,-0.0985026
51.4861851,-0.098272
51.4859756,-0.0983856
51.4856507,-0.0978291
51.486617,-0.0946912
51.48665,-0.0947283
51.4861006,-0.0929486
51.4842429,-0.0933809
51.4843567,-0.0931799
51.4845112,-0.0938395
51.4843439,-0.0937015
51.4843875,-0.0936982
51.4845701,-0.0938255
51.4846055,-0.0938288
51.4848065,-0.0938589
51.4849886,-0.0940031
51.4851377,-0.0939101
51.4853896,-0.0936964
51.486836,-0.094898
51.4883371,-0.0959816
51.5029049,-0.1000053
51.5108158,-0.1437574
51.4924886,-0.1253941
51.5120121,-0.0953812
51.5107564,-0.0858818
51.5070905,-0.1077983
51.4845662,-0.1200873
51.506879,-0.108472
51.5170252,-0.1353442
51.516861,-0.137265
51.5169739,-0.1430477
51.4857685,-0.0892221
51.504649,-0.1127877
51.5047254,-0.1130529
51.5038371,-0.1117026
51.4986854,-0.1173683
51.5169781,-0.1076198
51.5169369,-0.1043268
51.5167028,-0.1047861
51.5134673,-0.1171073
51.5138355,-0.1177785
51.5165567,-0.1110982
51.5161908,-0.1121726
51.5156486,-0.1121349
51.5156884,-0.111853
51.5167974,-0.1202283
51.516468,-0.119406
51.5161449,-0.1190946
51.5160246,-0.1190342
51.5160888,-0.1197353
51.5163711,-0.1198137
51.5164522,-0.1200288
51.5142302,-0.1041507
51.5135909,-0.1041425
51.5060492,-0.1106681
51.5055998,-0.111767
51.48615,-0.1327439
51.5136917,-0.1352009
51.5055547,-0.0848633
51.5057135,-0.0840887
51.5061354,-0.083386
51.5058898,-0.0838913
51.5053875,-0.0836607
51.5058148,-0.0831456
51.5054623,-0.0844761
51.505486,-0.085098
51.508205,-0.1285538
51.5083226,-0.1277985
51.5085058,-0.1265645
51.509364,-0.1268853
51.4967803,-0.141643
51.4936037,-0.1386335
51.4974427,-0.1406548
51.4975352,-0.1403984
51.4855969,-0.1255278
51.515637,-0.1259795
51.4973845,-0.0897456
51.4972722,-0.0895067
51.4987112,-0.0900125
51.4966219,-0.0882744
51.5015576,-0.104547
51.4846267,-0.093683
51.5075371,-0.1045724
51.5125803,-0.1045256
51.5125784,-0.105088
51.5145917,-0.1096835
51.5159653,-0.109017
51.5071297,-0.1070527
51.5071511,-0.1067202
51.51638,-0.1025109
51.508449,-0.1045782
51.5032607,-0.1070629
51.5027275,-0.1115458
51.5035019,-0.1131903
51.5026066,-0.1115138
51.5074074,-0.141003
51.507561,-0.140606
51.5075403,-0.1415241
51.5079012,-0.1315314
51.5032917,-0.1358969
51.512435,-0.1015469
51.5020707,-0.1257691
51.4949322,-0.1209882
51.4914597,-0.1219539
51.4909236,-0.122222
51.4893456,-0.1226748
51.4866857,-0.1179813
51.4866456,-0.1181468
51.4869472,-0.1156724
51.4862824,-0.118944
51.4864335,-0.1197638
51.4862727,-0.1207313
51.485439,-0.1252527
51.4845491,-0.1277975
51.484512,-0.1281209
51.4877707,-0.1234977
51.489703,-0.1226105
51.5073403,-0.1291407
51.495726,-0.1152922
51.4956949,-0.1145511
51.5018404,-0.1105609
51.5074966,-0.1301224
51.5074037,-0.1301932
51.5074458,-0.129958
51.5078097,-0.1299615
51.5071686,-0.1266827
51.506258,-0.126899
51.507083,-0.127258
51.5117912,-0.1295876
51.5076633,-0.1243661
51.5078488,-0.1241116
51.5079196,-0.124554
51.5075914,-0.1247267
51.5071461,-0.125429
51.5086608,-0.126944
51.5086156,-0.1250671
51.5086176,-0.1239427
51.5079265,-0.1260284
51.508028,-0.1261486
51.5080921,-0.1260284
51.5046837,-0.1300195
51.506532,-0.125652
51.4997936,-0.1424564
51.5012262,-0.1281268
51.5012183,-0.1275673
51.5012025,-0.1273436
51.5012511,-0.1265056
51.5014074,-0.1264848
51.5019132,-0.1263144
51.5018063,-0.126323
51.5028201,-0.0918016
51.5048678,-0.0907987
51.5039326,-0.0909734
51.5059654,-0.0865841
51.5066264,-0.0898586
51.5100392,-0.1302586
51.5107901,-0.1298263
51.5102655,-0.1312379
51.5084755,-0.1258651
51.508406,-0.126123
51.4886366,-0.0856173
51.4865525,-0.0836016
51.4999633,-0.1144243
51.5102993,-0.1280706
51.5106245,-0.1283501
51.5108756,-0.1290453
51.510912,-0.1294345
51.5107724,-0.1297637
51.5101811,-0.1293371
51.5101651,-0.1285732
51.5104786,-0.1285278
51.5097057,-0.1275432
51.5108269,-0.1294962
51.5099992,-0.130639
51.5103795,-0.1309046
51.5106982,-0.1297015
51.5100567,-0.1297874
51.5097232,-0.1285958
51.5099182,-0.1285772
51.510468,-0.1316263
51.5111148,-0.131813
51.5114086,-0.1322765
51.5116417,-0.1324605
51.5113873,-0.1328859
51.5120763,-0.1334438
51.5120252,-0.1339504
51.5104285,-0.1271128
51.510196,-0.1296758
51.5100197,-0.133006
51.5100727,-0.1330666
51.5102349,-0.131804
51.5102494,-0.1321048
51.5118253,-0.1334867
51.5124556,-0.1338386
51.512509,-0.133727
51.5080325,-0.1311692
51.5011303,-0.1257234
51.5157276,-0.1326224
51.5151134,-0.1331201
51.5154661,-0.1064782
51.51525,-0.1064245
51.5144456,-0.1044825
51.5143001,-0.10464
51.5143612,-0.1046512
51.516277,-0.1064823
51.513225,-0.1044064
51.5129044,-0.1039479
51.5132272,-0.1038462
51.5133004,-0.1038598
51.5135766,-0.1039438
51.5108714,-0.0858054000001
51.516203,-0.1093416
51.5159232,-0.1082178
51.515737,-0.1079274
51.5156445,-0.108535
51.5122069,-0.1205002
51.5120681,-0.1207875
51.5119555,-0.1204682
51.512991,-0.1213918
51.5123273,-0.1215012
51.512794,-0.1239583
51.5139769,-0.1227141
51.5089514,-0.1390762
51.5084996,-0.1391851
51.5086362,-0.1387672
51.5085904,-0.1395198
51.5087774,-0.1397087
51.5077478,-0.094571
51.5073146,-0.0947499
51.5069622,-0.094947
51.5068133,-0.0951254
51.5064408,-0.095236
51.5062828,-0.0952618
51.5061919,-0.0951862
51.505804,-0.0952805
51.505768,-0.095296
51.5054019,-0.0955855
51.5052177,-0.0955128
51.505112,-0.0955564
51.5043667,-0.0957409
51.5039439,-0.0956972
51.502717,-0.0958436
51.5025594,-0.0960543
51.5027049,-0.0968378
51.5027263,-0.0967309
51.502486,-0.0966947
51.5024759,-0.0966897
51.502151,-0.0965207
51.502113,-0.0966192
51.5021137,-0.096666
51.5024025,-0.0974273
51.50227,-0.0981572
51.5017438,-0.0977666
51.5017173,-0.0979361
51.5017045,-0.0947728
51.5016256,-0.0945654
51.5013533,-0.0936691
51.5013271,-0.0930079
51.5017223,-0.0927711
51.5019172,-0.0925921
51.5018877,-0.0924753
51.5017648,-0.0925879
51.5021909,-0.0885271
51.5020759,-0.0880159
51.5022171,-0.0881829
51.5024954,-0.0881973
51.503634,-0.087933
51.5037235,-0.0876058
51.5042642,-0.0872857
51.5042558,-0.0874438
51.5018339,-0.0872216
51.5018869,-0.086963
51.5016895,-0.0863674
51.501641,-0.0863245
51.501634,-0.0862918
51.5015642,-0.0860049
51.5015586,-0.0859735
51.5015474,-0.0858087
51.5015294,-0.0858004
51.5001702,-0.0852053
51.5003106,-0.0842325
51.5138847,-0.11139
51.5128798,-0.1033854
51.5138049,-0.1025833
51.5006832,-0.0989225
51.5119784,-0.0989447
51.5141588,-0.1075102
51.5128869,-0.1136329
51.5128356,-0.1138738
51.512096,-0.1165588
51.5007417,-0.10144
51.5051373,-0.0843739
51.5051699,-0.0844383
51.5053455,-0.0890346
51.502342,-0.09236
51.5014259,-0.0927856
51.5010212,-0.0932963
51.5010104,-0.093311
51.5008272,-0.093711
51.5007838,-0.0937673
51.5134541,-0.0892956
51.498814,-0.0929852
51.4913974,-0.0820803
51.4940827,-0.0994744
51.4946596,-0.0995215
51.4981147,-0.0829133
51.4999456,-0.0874632
51.4960963,-0.0931706
51.4989195,-0.100891
51.4978944,-0.0983065
51.4950456,-0.1453414
51.4910254,-0.1111339
51.5127558,-0.0970953
51.5124781,-0.0973898
51.5048162,-0.0914124
51.5050203,-0.0968898
51.5072106,-0.0964828
51.5081463,-0.1025339
51.5033171,-0.1047192
51.4961587,-0.1404936
51.5135474,-0.0818435
51.505996,-0.115015
51.4896276,-0.135039
51.4854252,-0.12352
51.4850606,-0.1235977
51.5133205,-0.0999854
51.5133984,-0.1001859
51.5118468,-0.1000953
51.4975801,-0.0983738
51.5090441,-0.0831681
51.5121801,-0.0836863
51.5146603,-0.081032
51.5147902,-0.0809501
51.5143598,-0.0813695
51.514601,-0.083616
51.5146405,-0.0835607
51.5127492,-0.0812625
51.5118643,-0.0811677
51.5127065,-0.0836318
51.5122312,-0.1016726
51.5126352,-0.1015267
51.5130862,-0.1013948
51.497993,-0.1437658
51.495503,-0.143319
51.4980358,-0.1358345
51.5143597,-0.1321463
51.5163032,-0.1209811
51.5149513,-0.1240009
51.5147163,-0.1267904
51.515471,-0.126639
51.5164397,-0.1239145
51.5122838,-0.1232899
51.5127658,-0.1235259
51.5140402,-0.124517
51.5139281,-0.1454385
51.5141232,-0.1454459
51.5110556,-0.1319754
51.5111069,-0.13112
51.5117957,-0.1293438
51.5125616,-0.1301492
51.5124318,-0.1303879
51.5121005,-0.1313062
51.5134461,-0.1315987
51.5133929,-0.1311981
51.5140163,-0.131864
51.5140725,-0.1317316
51.5128475,-0.1318844
51.5103146,-0.0961506
51.515631,-0.132367
51.502591,-0.116556
51.4994828,-0.117015
51.494553,-0.1202077
51.4891895,-0.1226162
51.4891743,-0.1225365
51.4869731,-0.1233151
51.4859352,-0.1234183
51.5003732,-0.1194809
51.5149027,-0.1370986
51.5147905,-0.132189
51.5149347,-0.1316741
51.5148755,-0.1366742
51.5160188,-0.1338329
51.5161096,-0.1330003
51.516147,-0.1326999
51.5162004,-0.1320562
51.5162272,-0.1316528
51.5162432,-0.1315155
51.5162592,-0.1313266
51.5154788,-0.1344921
51.5156749,-0.134596
51.5153723,-0.1353755
51.515026,-0.1339992
51.5147844,-0.1351362
51.5141184,-0.1338685
51.5143584,-0.1347904
51.5144982,-0.1348944
51.5145775,-0.1349614
51.5146776,-0.1350386
51.5154505,-0.1412637
51.5157219,-0.1404427
51.5157395,-0.139327
51.5157606,-0.1394753
51.5154901,-0.138873
51.515527,-0.138806
51.5156256,-0.1385554
51.515632,-0.1378603
51.5156849,-0.1371759
51.515693,-0.1371143
51.5157121,-0.1369122
51.5157202,-0.1368392
51.5160868,-0.1368957
51.5156086,-0.1366944
51.5154427,-0.1365975
51.5157615,-0.1363336
51.5157912,-0.1361019
51.5157802,-0.1359796
51.5160223,-0.136054
51.5160566,-0.136066
51.5163212,-0.1359571
51.5165038,-0.1360625
51.5164065,-0.1360004
51.5161134,-0.135248
51.5109448,-0.1141854
51.5159856,-0.1348555
51.5161841,-0.1347211
51.5158978,-0.1339142
51.5166209,-0.1350032
51.5168001,-0.1352415
51.5161254,-0.1343233
51.4923457,-0.1398816
51.4922848,-0.140215
51.4927802,-0.1404299
51.4928364,-0.1405008
51.4931487,-0.1414729
51.4933596,-0.1416817
51.493775,-0.1416142
51.494201,-0.1420233
51.494743,-0.1423945
51.4948485,-0.1425084
51.4948801,-0.1425295
51.4950382,-0.1424767
51.496262,-0.1432272
51.4966118,-0.1431256
51.4970623,-0.1447675
51.4971545,-0.1446938
51.4976609,-0.1443229
51.4977584,-0.1442529
51.4980507,-0.144364
51.4980659,-0.1444822
51.4984401,-0.1436684
51.4972325,-0.1446421
51.4989167,-0.1431274
51.4989613,-0.1428793
51.4989724,-0.1289535
51.4954511,-0.1282044
51.494914,-0.127065
51.4956883,-0.1266333
51.496148,-0.126349
51.4939187,-0.1266182
51.492195,-0.127926
51.4909336,-0.1288931
51.4896729,-0.1301416
51.4894674,-0.131048
51.489547,-0.1312224
51.489635,-0.1312901
51.4890912,-0.1337719
51.4886618,-0.1344851
51.4887417,-0.1351433
51.5161217,-0.1344066
51.5162688,-0.133627
51.5163095,-0.1332647
