PubName,Longitude,Latitude
"Old Ship",-3.8239887,53.1523844
"Old Stag",-3.6853682,53.1924939
"Old Portelet Inn",-2.1740709,49.1730235
"Old England",-2.1124486,49.188932
"The Old Plough",-0.8023501,51.6447216
"The Old Brewery",-0.00825700000002,51.482933
"Old Kings Head",-1.4806112,53.0219072
"The Old No. 7",-1.48184,53.5530736
"The Old Inn",-5.6765111,57.7126688
"Old Railway Tavern",0.9698463,52.4703789
"The Old House at Home",-0.3361687,51.2316836
"Old White Horse",-2.3581065,53.5878625
"The Old Wine Store",-3.8082904,55.8220258
"The Olde Forge",-7.7457761,53.7610585
"The Old Crown",-0.8830702,52.1418077
"Old Farmhouse",-0.696918,53.5886604
"The Old Bell",0.1909737,51.8988502
"Olde Castle Bar",-8.110422,54.6544668
"The Old Market Inn",-0.7280126,52.3971695
"The Old Smithy",-2.2150221,53.028696
"Old Thameside Inn",-0.0907874,51.50705
"Old Oak",-1.6912024,53.7139808
"The Old Town Hall",-2.9927982,53.8470222
"The Old Court Hotel",-2.6507245,51.8535934
"The Old Brown Jug",-2.2303873,53.012711
"Old Hall",-1.742101,53.348188
"The Old Pint Pot",-2.2655396,53.483892
"The Old Bell Pub",-0.4718405,51.7592995
"The Old Windmill Inn",0.7226779,52.5832772
"Old Lion",-2.4783404,52.380962
"The Old Bridge House",-3.0516675,53.8042451
"The Old Smiddy",-4.2576481,55.8150047
"The Old County",-6.3060022,53.3273937
"Ye Olde Red Lion",-0.1771037,52.920235
"Old Tavern",-2.5413096,51.4826793
"Old Forge Inn",-6.1699774,53.19245
"The Old Ship Bank",-4.2459585,55.8546861
"The Old Red Cow",-0.0991918,51.5194583
"Old Queens Head",-0.6952201,51.6351517
"The Old Boot",-1.1706687,51.4386074
"The Old Red Lion",-1.5421333,53.7929309
"The Old Cross",-0.7785582,50.8383411
"Old Cannon",-1.5994738,54.9370359
"Ye Olde Ferrie Inn",-2.6446028,51.8447274
"Old Ship Inn",0.0605344,50.9204735
"The Old Times Guest House",1.1826371,52.0559341
"The Old Bank",-1.7756098,51.5525114
"The Old Inn",-2.934283,51.324417
"Old Davids",-2.1859425,53.5409559
"Penrhyn Old Hall",-3.7793598,53.3174997
"The Olde Salutation Inne",-4.4540128,50.353556
"The Olde Burnt Barns",-4.2388265,55.8545989
"Old King's Head",-0.3119787,51.4108997
"The Old Ship",-0.3065786,51.4597514
"The Old Bell",0.8052018,52.5806232
"The Oldenburg",-3.5715471,50.4349673
"The Old Boathouse",-1.8978598,51.6716221
"The Old George",-0.8527072,52.0566931
"The Olde Kings Arms",-0.4716776,51.7590106
"The Old Post Office",-1.856282,53.7243977
"The Old John Peel Inn",-2.9197481,54.3653161
"The Old Stag",-4.4701543,50.4475723
"The Old Colliery Pub",-3.1005268,55.9064671
"The Old Oak",-1.9731055,53.4723078
"The Old Barn Free House",-0.6553647,50.7884239
"The Old Club",-1.3764507,53.5772946
"Old Oak",-8.470075,51.8981363
"Ye Olde Hob Inn",-2.6621117,53.7216865
"Old Inn",-1.9586235,50.8351204
"Ye Old Cider Bar",-3.6079925,50.5289519
"Old Oak Tree",-0.3879224,51.49518
"The Old Manor Club",-3.0408497,53.4245606
"Old Blue Bell",-1.1240102,53.3002319
"Old Blackfriars",-2.0931178,57.1477839
"The Old Crown",-1.4625659,52.453748
"The Old Crown Inn",-3.2214753,55.8262204
"The Old Bear",-0.4092921,51.3270977
"The Old Plough",-0.3864061,51.3208029
"The Old Crow Inn",-2.6344004,53.4564933
