PubName,Longitude,Latitude
"The Old Ramme Inne",-1.1937294,53.1434882
"Old Original Seven Stars",-2.7169749,53.6892379
"Towers Old Bar",-9.9401079,52.0561312
"Old Neighbourhood",-2.1523488,51.7271826
"The Old Post",-3.3593822,51.4564651
"Ye Olde Fleece",-1.5998771,54.9610811
"Old Gaol House",-1.3163935,51.0636771
"The Old Crispin",-2.1430258,52.4545947
"Old White Horse",-2.1524811,52.4507342
"The Old Maltings",-0.2653658,52.0873666
"The Old Fleece Inn",-2.2297627,51.7264037
"Yo Olde Cognac",-3.3910379,51.9473882
"Ye Olde Boars Head",-3.3930013,51.9477965
"The Old Rectifying House",-2.2259331,52.1916832
"Old Royal Oak",-1.6298936,52.8016546
"The Old Forge",-6.046639,52.9806673
"Ye Olde Whyte Hart",-1.3166791,50.8587497
"The Old Colonial",-1.6858507,53.6829096
"Olde House",-1.4528912,53.2517125
"The Old Pelican",-2.3456116,53.407324
"The Old House at Home",-2.2816995,53.7041903
"The Old Cobblers Inn",-2.2964355,53.6970194
"The Old Smithy",-2.2518012,52.8603548
"Old Market Inn",-4.3523395,50.8088618
"Old Moor Tavern",-1.368871,53.5213736
"The Old Shepherd",-0.514751,51.6509341
"The Old Bell & Crown",-1.5081611,51.2488985
"Old Hall",-2.8949403,54.0427347
"The Old Station Inn",-1.6269621,54.0339893
"The Old Manor",-0.7455363,51.4164671
"Old White Bear",-0.1760177,51.5589231
"Old Prince of Orange",0.3697882,51.4330394
"The Old House",-3.6505864,51.5861234
"Ye Olde Mitre Inne",-0.199487,51.6530747
"The Old Wellington",-2.2440094,53.4846696
"The Schack, Old World Inn",-7.9238315,53.4200061
"The Old Anchor",-0.323031,51.4495755
"Ye Olde Mustard Pot",-1.6440982,53.4923778
"Ye Olde Leather Bottle",0.3371885,51.4420615
"The Old Plough",-2.4942502,51.4553218
"Old Crown Inn",-1.3393243,52.8640471
"The Old Wine Vaults",-1.3081544,53.0173275
"The Old Manor House",-4.6917576,50.6900299
"Ye Olde Malthouse",-4.7528289,50.6640689
"Old Dog Inn",-2.0975089,53.4417297
"Old College Bar",-4.2404139,55.8601494
"The Old Three Crowns",-2.4276593,53.5798116
"Old Red Lion",-0.3369687,51.7200432
"The Old Town Hall Vaults",-2.6832507,52.9694038
"Old Swan",-4.4216106,55.8469318
"Old Hall",-2.3607492,53.1427047
"The Old Talbot",-1.6360597,52.8730775
"The Olde Town House",-2.073013,53.451734
"The Old Courthouse",0.4262249,51.5160068
"The Old Sun Inn",-1.9599571,53.8323446
"Ye Olde Lang Jack",-1.6758895,54.9458415
"The Old Plough Inn",-4.1709432,50.4509268
"Ye Olde Dog and Partridge",-1.6855422,52.8571706
"The Old Fox (Closed)",-2.5694336,51.4677886
"The Old Courthouse",0.575516,50.9103848
"The Old Bell Inn",-2.3734463,52.6652307
"The Old Ship Inn",0.1309486,52.7807849
"The Old Forge",-9.0597543,53.2700241
"Old Nick's Tavern",-0.1143177,53.2091749
"The Old Fisherman",-1.0339267,51.7533517
"The Old Fox Inn",-2.5752642,51.4478867
"The Old Fort",-1.1098411,50.721406
"The Old Schoolhouse",-6.2228563,53.4566883
"The Old Castle",-3.5765774,51.5025332
"Old Cock",-1.6921382,53.9043602
"The Old Farmhouse",-3.0882837,54.1872434
"The Old Ship",0.025508,51.2930517
"The Old Bridge Inn",-6.6648305,53.6325506
"Old Star",-1.9484,53.895887
"Old Plough",-0.7672354,52.653524
"The Old Rooms Inn",-2.4530342,50.6062834
"Ye Olde Beverlie",1.0776124,51.2907464
"The Old George",-1.4046035,53.7869778
"Old Arch Bar",-8.9997655,53.7185452
"The Old Crown Inn",0.7530205,51.8371036
"The Old Ship",-2.2696528,51.0906614
"The Old House",0.2788778,51.279881
"Ye Olde Monken Holt",-0.2013105,51.6581377
"The Old Crown",-0.4556661,51.378968
"Ye Old Blue Bell",-0.3336893,53.7423217
"The Old Ship Inn",-3.4278598,56.3969953
"The Old Tree Inn",-1.367762,53.7667083
"The Old Brewhouse",-2.5797964,56.5565046
"The Old Bell",-1.5461848,53.9932182
"The Old Quay Inn",-5.0889709,50.2102687
"The Old Red Lion",-1.008744,51.7117882
"Wetherspoons (Old Market Hall)",-1.2873605,53.4929375
"Old Post Office",0.0539598,51.4503207
"The Olde Barbridge Inn",-2.5754044,53.106296
"Old Well Inn",-1.9242238,54.5415445
"The Old Stables",-0.6518034,50.8551905
"The Old Plough",-2.3423498,53.4303226
"Old Ferry Inn",-4.6294727,50.3395718
"The Old Royal George",-1.4979443,54.3228594
"Old Hunters Tavern",-2.0517804,53.48214
"The Old Mill",-0.650627,52.1537949
"Thje Old Chestnut Tree",-2.031971,52.1236644
"The Old Chemist Inn",-4.6976181,51.7123027
"Old Clee Club",-0.0515169,53.5573523
"The Old Fourpenny Shop Hotel",-1.5937067,52.2786726
"Ye Olde Oak Inn",-1.7094757,54.0689405
"Old Thistle Inn",-2.5845713,55.7421075
"The Old Mill Inn",-3.4344797,54.7102412
"Old House at Home",0.5208321,51.2737237
