PubName,Longitude,Latitude
"Lupset Working Mens Club",-1.5254972,53.6705046
"The Duke of Wellington",-1.522705,53.6725591
"The Nags Head",-1.9057287,52.6859682
"The Pheasant",-1.5338758,53.4361206
"The Cross Keys",-0.923314,53.5192414
"The Blue Bell",-0.9889245,53.4961454
"Wetmore Whistle",-1.6254565,52.8120712
"Crescent Hotel",-1.6392118,52.8167206
"Victoria Inn",-1.6394951,52.8174209
"Oddfellows Arms PH",-2.5016772,53.1910195
"The Gardeners Arms",-1.5289396,53.6415113
"The Lord Nelson",-1.5314417,53.6409815
"Crigglestone Working Mens Club",-1.5230986,53.6426395
"Running Horse",-0.1483604,51.5131733
"Sketch",-0.1414682,51.5127139
"The Windmill",-0.142301,51.5123499
"Six Bells",-1.0396028,54.0285148
"Rose and Thistle",-2.1263509,55.3507452
"Lion And Lamb",0.2916154,51.8679868
"The Black Horse",-0.6490088,51.4782687
"The Queen",-0.6474037,51.4781136
"The Bell",-0.6295767,51.4795676
"Three Elms",-0.6291819,51.4793004
"The City Hotel",-1.5722512,54.7755199
"The Half Moon",-1.572213,54.7753776
"The Forge Valley Inn",-0.4871973,54.2487109
"Crumpled Horn",-1.7356189,51.5541554
"The Ark Inn",-2.5162567,53.1925149
"4 Aces",-4.0290587,55.8541778
"The Forge",-4.020025,55.853663
"Carsons",-4.0205754,55.8537182
"Whifflet Arms",-4.0205522,55.8521683
"The Peacock",-0.046915,51.5158629
"Y Goron",-4.2766168,53.140835
"The Lion",-0.0805895,51.5620803
"Booth's",-0.0772881,51.5621636
"The Jolly Butchers",-0.0733548,51.5626031
"Coach & Horses",-0.0736171,51.5618145
"The Three Crowns",-0.0737029,51.5620452
"Ryan's",-0.0828761,51.561104
"Bumper Castle",-1.0868324,53.9897828
"The Mitre",-1.1174443,53.9833233
"The Goodlake Arms",-1.451708,51.5893434
"The Grapes",-1.2595821,51.7537486
"The Albert Inn",-4.2736177,53.1386144
"Y Castell",-4.2748708,53.1392013
"The Pavilion",-6.2528239,53.3426779
"Devonshire Arms",-1.4702856,53.4126329
"The Stocks",-1.4702755,53.4422988
"The Pheasant Inn",-1.4983922,53.4203529
"The Hop Pickers",0.8133466,51.1879299
"Bar Room Bar",0.0270735,51.5767346
"Seven Stars (Closed)",-0.8172049,51.5075618
"The Kingston Gate",-0.2872663,51.4135916
"The Blacksmiths Arms",-0.3219269,53.7474537
"O'Sullivans",-0.3256199,53.7649838
"The Station House",0.00950330000001,51.6335484
"Pantruthin Farm",-3.4950367,51.5137483
"The Partridge",0.0141009,51.4056714
"TP's",0.0139894,51.4057263
"The Black Boys Inn",-0.8310512,51.5402963
"Ye Old Bell",-0.8097652,51.5462376
"The Greenwich Pensioner",-0.0109326,51.5096558
"The Gardens",-1.6292035,52.7906841
"New Inn",-1.6234442,52.7929885
"Punch Bowl",-1.6234395,52.7940346
"The Poacher",-2.567033,53.5793604
"Commercial Inn",-3.9449548,51.6393212
"Smith's Arms",-3.9387001,51.6334247
"Jersey Arms",-3.9390177,51.6318744
"The Bleeding Horse",-6.2647564,53.3335407
"Three Nuns",-2.267825,52.1599101
"The Plough",0.2074882,51.4273809
"The Crown",-0.12644,51.5168055
"The Old Red Lion",-0.1166542,51.5181078
"Bar Lush",0.0100737,51.6338019
"The Fountain",0.00989760000002,51.6337281
"The Robuck",-0.1163351,51.4823715
"Bobby Byrne's",-8.6334008,52.6567829
"The Red Lion",-2.8933104,52.2180586
"The New Inn",-2.8940182,52.2179534
"Carlton Arms",-0.0470413,51.5259388
"R Bar",-0.0444751,51.5223074
"The Deramore Arms",-1.0436607,53.9439176
"Charles XII",-1.0450918,53.9452574
"The Devonshire",-0.254134,51.4890928
"Coopers Arms",-1.6474932,52.7988816
"The Dog And Pheasant",-2.7453742,52.7130425
"The Lamb Inn",0.35424,50.858692
"Merrie Harriers",0.3016172,50.9077093
"The Warble in Tunn",0.2900048,50.9407843
"The Half Moon Inn",0.2833696,50.9662491
"Beehive",0.2682759,50.9739855
"Royal Albion",0.5199631,51.2755137
"White Lion",-1.360927,52.4108136
"Bulls Head",-1.3637176,52.4097858
"The Sparrow",-1.3988518,52.433709
"The Pheasant",-1.3604094,52.4532147
"Yr Harbwr",-4.2752184,53.1438575
"The Red Lion",-0.8008531,52.9419977
"The Rutland Arms",-0.8030453,52.9413188
"The Humphrey Bean",0.2744032,51.1951794
"The Castle",0.2750188,51.195245
"Goosers",-8.4356674,52.8069976
"Crooked Billet",-0.2265446,51.9099502
"The Kings Arms",-1.6425769,53.8368023
"The Black Bull",-1.6424101,53.836644
"Medusa",-1.6420405,53.8368782
"Kings Head",-1.2343957,51.9567591
"The Kettlethorpe",-1.5015458,53.6445309
"The George",-2.8332457,54.0662919
"Rock & Fountain",-2.7497897,52.7135788
"The Corbet Arms",-2.6582157,52.7076511
"The White Horse",-2.7312571,52.7031117
"The Star",-1.496273,53.6489034
"The Black Horse",-0.6628731,51.7952143
"The Railway",0.2424118,52.0192248
"The Old English Gentleman",0.2404724,52.0224883
"The Sun",0.2406051,52.0209365
"The Temeraire",0.2390004,52.0221432
"The Elmdon Dial",0.1285992,52.0360422
"The Anchor Inn",-2.7406106,52.7391264
"The Harry Hotspur",-2.7356836,52.7414317
"The Steam Wagon",-2.7423332,52.7300653
"Yockleton Arms Restaurant",-2.9247516,52.680808
"The White Cross",-0.3083939,51.4589535
"The Slug and Lettuce",-0.3078459,51.4587493
"The Pitcher and Piano",-0.3062623,51.4579436
"The Roebuck",-0.252613,51.4929603
"The Telegraph Vaults",-2.7431955,52.714853
"The Dog House",-0.110865,51.4890962
"Gade and Goose",-0.4897717,51.764726
"The York",-1.5015421,53.377202
"The Woolpack Inn",-1.0756016,53.9531501
"The Edinburgh Arms",-1.0759234,53.9530203
"Five Miles Inn",0.2521651,52.3078366
"The Guardsman's Inn",-0.7085381,51.5223055
"Belgian Arms",-0.7149393,51.4922848
"Vine Inn",-2.0089604,50.802517
"The Lighthorseman",-1.0755025,53.9501495
"Royal British Legion, Littlemore & District",-1.2198061,51.717945
"Golden Ball",-1.2213461,51.7220096
"The Four Crosses",-2.8088368,52.7238972
"Newbold Comyn Arms, Stables Bar",-1.5183809,52.2914168
"The Wheatsheaf",-1.5333506,52.2780167
"The Sun",-1.5351818,52.2809784
"Shoulder of Mutton",-2.3313355,53.6457939
"The Hope",-0.1019084,51.4308429
"The Swan Inn",-0.704576,52.0425507
"The Plough",-0.6750307,52.0249564
"The Owl and The Pussycat",0.4641498,51.5636372
"The White Swan",-2.8521457,52.2224891
"The Cross Inn",-2.8514291,52.222692
"The Garden Gate",-1.928528,52.5268756
"The Gate",-0.3567128,51.7069105
"The Monkey's Forehead",-0.5638278,51.428001
"Lowcountry",-0.21145,51.471554
"The Beeley Wood (Derelict)",-1.5125976,53.4183585
"The Rampant Horse",-0.3860035,53.788161
"Golden Harp (closed)",-0.7372192,51.5343013
"Farmers Boy",-0.7252856,51.5332422
"Quinn's",-0.1419849,51.542858
"The Dublin Castle",-0.1454896,51.5374384
"The Abbey",-0.14145,51.5458857
"Antelope",-1.5940137,52.2851898
"The Dun Cow",-1.5982301,52.2875548
"Cottage Inn",-1.5702696,52.3510987
"The Boat Inn",-1.4539692,52.4425313
"The Oxford",-2.9612071,53.4031715
"Gardiner Arms",-1.3063712,51.8814103
"The Cambridge Brew House",0.1221961,52.2074325
"The Canterbury",-2.140143,51.9956898
"Berkeley Arms",-2.1576761,51.9921891
"The Unicorn",-2.235986,53.1653147
"Heath Farm",-2.2427303,53.160752
"The Dormhouse",-1.1096853,53.9762957
"The Albert",-0.1524723,51.5387126
"The Princess of Wales",-0.1540571,51.5403921
"The Engineer",-0.150826,51.5399953
"The Lansdowne",-0.1533533,51.5414171
"The Washington",-0.1627703,51.545659
"Lysander Arms",-1.1122799,53.9888887
"Ye Olde Oak Inn",-2.8608598,52.3162939
"The Heathgates",-2.7353549,52.7268184
"The Kings Arms",-0.1091471,51.5045053
"The Banker",-0.0916244,51.5093933
"Lord Nelson",-0.0899916,51.488033
"The Queen Elizabeth",-0.0913995,51.4857771
"The Hour Glass",-0.0842287,51.4863524
"Travellers Rest",-1.5404872,54.7819031
"The Tinners Arms",-5.5679223,50.1914655
"The Red Barn",-2.760699,52.6979757
"Dickens Inn",-0.0701306,51.5067849
"Lane Ends",-2.7287865,53.7709686
"The King James",-0.0340746,51.7009912
"Turners",-0.0346324,51.7009394
"The Bay Horse",-1.5167304,53.6343143
"The Green Man",-0.0913656,51.513035
"Force & Firkin",-0.0346738,51.7031604
"The Victoria",-0.034587,51.7043445
"The Spencer Arms",-0.2280666,51.4682854
"Royal Oak",-0.6270948,51.2500083
"The Greyhound",-0.6407583,51.7812249
"The Maltsters",-0.0262278,51.7031402
"The Red Cow",-0.0254842,51.7029215
"The Windmill",-0.0245505,51.7030426
"Junction",-1.1036096,53.9616508
"The White Horse",-0.4396682,53.9567387
"The Packhorse",-0.4364538,53.9561187
"Coach and Horses",-0.0344988,51.6939644
"The Hampton Court Palace",-0.1007712,51.4915989
"The Rising Sun",-0.9966489,51.5513485
"Bison",-0.1016209,51.4873181
"The Reindeer",-0.8811291,53.5640538
"The Old English Gentleman",-0.0372413,51.7073046
"Hermit of Redcoats",-0.2381574,51.924754
"The Rusty Gun",-0.2583919,51.9135889
"Pledwick Well Inn",-1.4972621,53.6428941
"The Walnut Tree",-1.4905194,53.6507688
"The Grove",-1.9340257,52.5135586
"Hand and Dagger",-2.8151109,53.7910374
"Wakefield Golf Club",-1.4873357,53.6472975
"White Horse",-0.3498936,51.8957536
"The New Inn",-1.5241356,53.6509233
"The Cow Roast Inn",-0.6130155,51.7830456
"The Raven",-0.3911734,51.9638542
"The Bay Horse",-0.7923269,54.0727664
"Tiger Inn",0.2056716,50.759098
"The Admiral Codrington",-1.5129363,52.4128492
"Wasdale Head Inn",-3.2568018,54.4674981
"The Penny Hill",-6.4238869,53.3473896
"Barrel Inn",-1.7004637,53.2979763
"Crown and Horseshoes",-0.0869342,51.655872
"The Faltering Fullback",-0.1081773,51.5685086
"Taylor Walkers",-0.0836448,51.5276943
"The White Horse",-0.4318782,53.8445826
"Eager Beaver",-0.4200354,53.8533593
"Durham Ox",-0.4292419,53.8461166
"The Moulders Arms",-0.4260242,53.8429621
"Maiden Over",-1.5523923,54.9523339
"The Crown",0.4834471,52.2268905
"The Reindeer",0.4561686,52.2070068
"Red Lion",0.463925,52.215181
"The Star and Garter",-0.7155239,50.9089159
"The Star",-1.2787995,52.5482498
"The Wentworth Arms",-1.3069197,52.5577652
"The Hastings",-1.3594654,52.535678
"Chequered Flag",-1.1541596,52.036772
"The Bedford Arms",-0.5284357,51.6739835
"The Sapcote Club",-1.281075,52.5369733
"The White Lion",-1.3093768,52.4335622
"The Old Lion",-1.2980121,52.4094911
"Golden Lion Hotel",-1.3185555,52.4124149
"The Plough",-0.2183926,51.1244116
"Red Lion",-3.6289535,56.0548453
"Maids Head",0.5130407,52.3445408
"Red Lion",0.376335,52.168385
"Three Blackbirds",0.4265623,52.1967774
"Marquis of Granby",0.3993049,52.1994062
"The Bull",0.3942624,52.1745664
"St Margarets Tavern",-0.3193383,51.454778
"The White Hart",-1.2894874,51.6015844
"The Plough",-0.3660078,51.4951093
"The Bunch of Grapes",-0.167078,51.497536
"The Crown",0.5326011,51.0959356
"The  Sailor's Bar",-9.6266327,51.8535774
"Prince of Wales",-0.538201,53.2358518
"Lion and Snake",-0.5382439,53.2357298
"The Cock Inn",-0.5155337,51.4350649
"The Bells",-0.5179713,51.4360815
"Acorn Inn",-1.4922025,53.461344
"The Bridge",-1.4906293,53.4647102
"Crigglestone All Blacks ARLFC",-1.5337962,53.637127
"The Barrel",-1.4745382,53.4676586
"Patrick Punch's Hotel",-8.6369852,52.650125
"Fennessy's",-8.6398083,52.6511538
"The Horse and Harrow",-1.2657681,51.5846441
"The George and Dragon",-1.2631247,51.5769268
"Farmer's Arms",-3.5896663,51.4575889
"Golden Lion",-1.473053,53.3678808
"The Common Room",-0.2862283,51.5097024
"Jono's Bar",-0.2869352,51.5101168
"The Anglers Retreat",-0.6682452,51.8179638
"Braich Goch Bunkhouse",-3.8435006,52.6519078
"The Uxbridge Arms",-0.0966831,51.4967192
"Prince of Wales",-0.1038184,51.495739
"The Elm Tree",-1.270857,50.8830183
"The Village Inn",-1.2684795,50.8756802
"Foresters Arms",-1.3311869,50.980722
"Longmead Arms",-1.3321659,50.9765388
"The Mayford Arms",-0.5703827,51.2946419
"The Vernon Arms",-1.4076773,52.9228423
"The White Swan",-1.4032584,52.920982
"The Prince of Wales",-1.4037795,52.9211396
"Cricketers",-0.1036794,51.4908164
"All Bar One",-0.0727542,51.5033816
"Old Red Lion",-0.1050094,51.4894933
"The Mansion House",-0.105091,51.4894102
"The Little Apple",-0.1081581,51.4899017
"The Rams Head",-2.2141844,53.1675054
"New Inn",-2.7767729,50.8039854
"The Watermans Arms",-0.0057763,51.4886458
"The Woodman",-1.5349419,52.7364909
"Roman Urn",-0.0347247,51.6970433
"The Vine",-0.0338545,51.6899219
"The Wheatsheaf",-0.0343937,51.6920383
"Morgan Lloyd",-4.2746929,53.1396847
"The Kings Head",-0.4440803,51.0976234
"The Bedford",-0.3177509,51.0652794
"The Chequers Inn",-0.3985191,51.0958879
"Prince of Wales",-0.1090502,51.4881546
"The Calleva Arms",-1.1009332,51.3541912
"Jolly Bricklayers",-0.0488593,51.709642
"Smith Arms",-3.9011754,51.6605917
"Star Inn",-3.9004287,51.6605384
"Royal Talbot",-4.670259,50.4080673
"Kings Arms Hotel",-4.6703856,50.4074838
"Tommyfield",-0.1107714,51.4886455
"Marquis Arms",-3.9776075,51.6407337
"Rose and Crown",-0.529686,52.1037249
"The Swan Salford",-0.6367181,52.0433516
"The Ship",-0.0178216,51.4878114
"Ynysywbl Community Centre",-3.3591945,51.6385038
"The Bell",-2.3794787,51.5334243
"Bell Hotel",0.510062,52.3427594
"Tiger's Head",0.5094764,52.3432763
"White Hart",0.5100163,52.3429641
"The Pier Tavern",-0.00635250000001,51.4921245
"Strawberry Moons",-0.1396697,51.5108268
"The Living Room",-0.1394811,51.5106165
"Icebar",-0.1399186,51.5112969
"The Red Lion",-1.1607872,51.6123918
"Robin Hood",-0.6018793,51.3189446
"The Goldsworth Arms",-0.5663625,51.3170651
"The Crown and Anchor",-0.1250205,51.5140949
"Bagle Brook",-3.8077478,51.6151799
"Manby Arms",0.00820890000001,51.5446753
"The Forest Gate Hotel",0.033795,51.5535993
"Live and Let Live",0.0235122,51.5461882
"The Rucstall",-1.0715955,51.2585334
"The Central",0.0452445,51.5313615
"Duke of Edinburgh",0.0346888,51.537196
"The Hole in the Wall",-0.2700799,51.4890034
"Organ and Dragon",-0.2457657,51.3546727
"The Station",-0.2478212,51.363021
"Leopard",-1.6878554,52.8576544
"The Dew Drop Inn",-1.2646736,51.7777483
"Top Of The World",-0.4927253,51.7561328
"The Northey",-2.2673391,51.4161902
"Robin Hood",-0.1967096,51.3638084
"The Prince Regent",-0.1946915,51.3702462
"The Midas Touch",-0.244135,51.380014
"Burnt Gate",-1.6976469,52.8155365
"Acorn Inn",-1.6975954,52.8125069
"The Bell Inn",-1.6871498,52.8243854
"The Drill",-0.2320993,51.3728734
"Edward VII",-0.1329209,52.0808167
"The White Hart",-0.6367109,51.250061
"Fox & Hounds",-0.2161094,51.4971323
"The Richmond",-0.2217039,51.5003144
"The Kensington",-0.2116317,51.5000997
"The Crown Inn",-2.9970289,53.0999088
"Tom Collins",-8.6278372,52.6612452
"The Barge",0.4870558,51.5603535
"The White Hart",-0.3902905,51.536726
"The Trevor Arms",-2.9584358,53.099551
"Griffin Inn",-2.9254111,53.1052307
"King's Head",0.1747638,52.3523314
"Cherry Tree",0.1470728,52.3535031
"Old Ale Mug House",-0.0882701,51.5064776
"St Stephen's Tavern",-0.125595,51.501146
"The Gate House",-3.9550815,51.6355765
"Cheney Arms",-0.9841835,52.7100688
"Flying Childers",-0.945679,52.7526976
"Waggon and Horses",-2.1668304,53.4592516
"Friendship Tavern",-2.1633894,53.459198
"The Dragon Pub",-0.2467568,51.0807533
"The Castle",-1.5102045,53.3215836
"The Carlton",-1.4348709,53.3924851
"The Olive Tree",-0.5594216,51.2802831
"The Imperial",-2.9925036,53.6550864
"The Turk's Head",-0.3230035,51.4563824
"Hafod Inn",-3.9385885,51.6325616
"Villiers Arms",-3.9396957,51.6309953
"Hole In the Wall",-0.1137552,51.5040629
"Last Orders Inn",-2.1139999,53.4560552
"Red Lion",-2.1135883,53.456065
"Broom House Inn",-2.1103515,53.4561189
"Coach and Horses",-2.1067523,53.4565625
"The Angel",-2.1054966,53.4565725
"Lowes Arms",-2.0979889,53.4556012
"White Gates Inn",-2.0896232,53.4531163
"Cheshire Ring",-2.0859938,53.4528026
"Sportsman Inn",-2.0720443,53.4522611
"The Star",0.5189597,52.191313
"Three Tuns",0.5052071,52.1595963
"The Lime Tree",-0.2594343,52.6027381
"Yeadon Stoops",-1.6713486,53.8635591
"The Albert",-2.2280699,53.4345563
"Slug & Lettuce",-2.2317789,53.4191906
"The Station",-2.2318571,53.4186284
"Hog's Head",-2.2317283,53.4186441
"O'Neill's",-2.2316403,53.4183676
"Nelson Inn",-2.2316654,53.4176011
"The Wolf",-0.3748594,51.4961092
"The Lamb",-0.3756861,51.4971762
"Ring O'Bells (Closed Down)",-2.0709018,53.4463149
"The Werneth",-2.067469,53.4400172
"Queen Adelaide",-2.069983,53.4380109
"Cheshire Cheese",-2.0760295,53.4362845
"Lamb Inn",-2.0767285,53.4364074
"Pint Pot",-0.3758395,53.7884022
"Walton Sports & Social Club",-1.4621533,53.6505436
"Fox & Flowerpot",-0.5904476,51.3179854
"The Golden Grove",-2.9670042,53.1213947
"Old London Apprentice",-1.3134194,51.399635
"The Albert",-1.6802001,53.8663586
"Clifton Arms",-0.0862152,51.3965692
"Bewell Head Working Mens Club",-2.0613874,52.3442151
"The York Arms",-2.0664514,52.3420128
"The Railway",-0.1347566,51.4183756
"The Waterfront",-0.1290746,51.4216406
"The Greyhound",-0.1296754,51.4217476
"The Three Houses",-1.4871665,53.6545118
"The Swan",-0.4177315,51.733683
"The Bell",-0.4103518,51.7197868
"The Dome Bar",-0.3963984,51.6790055
"The Ship York",-0.035885,51.4981733
"The Orange Bull",-0.0346697,51.4982941
"The Clipper",-0.0338537,51.5033196
"The Blacksmiths Arms",-0.0339857,51.5051439
"Old Salt Quay",-0.0473046,51.5046243
"Cheshire View",-2.2195852,53.1137182
"The Mitre",-0.063913,51.4067998
"The Ship",-2.5652168,51.6312354
"The Robert Burns Lounge",-3.4347047,56.3954223
"The Royal Bar",-3.4322727,56.395341
"The Auld Hoose",-3.4300916,56.3952456
"That Bar",-3.4329938,56.3953657
"Mucky Mulligans",-3.4331105,56.3944785
"Dickens",-3.4341957,56.3953799
"Black Swan",-1.3934158,53.8318564
"The Queen Adelaide",-0.0833068,52.1271325
"The Chequers",-0.1646643,52.1110008
"The Bothy",-3.4323531,56.397445
"West Yorkshire Sports and Social Club",-1.4772622,53.6590412
"The Castle",-1.4838267,53.6574038
"The George",-0.4930858,51.3768447
"The Holly Tree Inn",-0.4937327,51.3714928
"The Anchor",0.6000141,51.7182624
"Spaniards Inn",-0.1741476,51.5697463
"The Beehive",-0.1221637,51.4696094
"The Half Moon",0.1381119,51.0804613
"The Greyhound",-2.969476,53.0544004
"Kinlochewe Hotel",-5.3007618,57.6040511
"The Sydney Arms",-0.2000633,51.3678517
"The Landor Theatre",-0.1262437,51.4657342
"The Prince of Wales",-0.217643,51.3607035
"Northend Tavern",-0.2369463,51.37622
"The Prince Albert",-0.1136834,51.4615064
"The Castle",-0.6636067,51.790485
"Kings Arms",-0.665727,51.7914398
"The Plough",-1.4358813,53.6852026
"White Horse",0.1487028,52.3980043
"The Blue House",-1.4062993,54.7712721
"The Masons Arms",-1.356863,54.7848322
"The Village Inn",-1.3534214,54.7858521
"The Three Kings",0.1485912,52.3580898
"The Weathervane",-0.757073,51.4179221
"The Florence",-0.1030015,51.4526532
"The Prince Regent",-0.1064828,51.4537872
"Mad o'Rourke's Pie Factory",-2.0764761,52.5296508
"The Fox and Goose",-3.0057979,53.6492231
"The Albert",-3.0015822,53.6471275
"The Red Lion",-2.9594249,53.0905282
"The Three Oaks",-2.2275138,51.8421908
"The Horse and Groom",-1.4549124,53.6707301
"The Pineapple",-1.4341596,53.6812863
"The Harrier",-0.2491241,52.6122313
"The Crispin",-1.2889981,51.601438
"Horse And Jockey",-1.2513565,50.902987
"The Dragon",-1.5639425,52.8541734
"Bear and Ragged Staff",-2.2877178,52.1679872
"Crown Inn",-2.7569905,50.7228672
"Lion Hotel",-3.2012027,52.5994059
"The Garden House",-1.5859039,54.7830464
"The Bird in Hand",-0.5732658,51.2964217
"The Kingfield Arms",-0.5515139,51.3042333
"The Cross Keys",-1.2908671,51.6692634
"Don Paddy's",-0.7220158,52.5877889
"Marquis of Westminster",-0.1409149,51.4917775
"The Coachman",-2.3926276,53.1500314
"The Midland",-2.3923267,53.1498009
"White Hart Inn",-0.4101561,51.7229793
"Armstrong Gun",-0.5704857,51.4293538
"The Beehive",-0.5624488,51.4300109
"The Weavers",-0.1859132,51.6458522
"The Griffin",-0.1744656,51.6302116
"Three Horseshoes",-0.1746584,51.627374
"The Queens Head",-0.1976654,51.597169
"The Grapes",-0.4913713,51.7503151
"The Hope Inn",-1.523563,53.7975923
"Tarrington Arms",-2.5601245,52.0646164
"The Trumpet",-2.5028772,52.0531505
"The Coach & Eight",-1.5785095,54.7759656
"Hobgoblin",-0.5143542,51.4339805
"The Zachariah Pearson",-0.3512989,53.7637908
"The Moorfield Arms",-1.9996226,53.4005785
"Hudson's Bar",-1.76905,53.8680427
"Deane Gate Inn - CLOSED",-1.2168501,51.2457229
"The Boars Head",-1.3774139,51.5922178
"The Crown",-0.7916288,51.5247425
"Ye Olde Black Bull",0.000792600000001,51.5402172
"King Edward VII",0.0029159,51.5411421
"Cart and Horses",0.0043309,51.5458246
"The Whitworth Park",-1.5897365,53.1623177
"The Leopard",-1.6318846,52.7999466
"The Appleby",-1.6312797,52.7987561
"Harmony Bar",-0.1084877,51.4579855
"Hootenanny",-0.1134338,51.455329
"Trinity Arms",-0.1193242,51.461725
"The Moby Dick",0.1405243,51.580444
"Rose & Crown",-1.8845206,52.3526454
"The Victory",-0.1820814,51.0378627
"The Farmhouse",1.2514947,52.0622488
"Golden Lion",-2.8314283,51.5798881
"The Gallery",-0.1343052,51.4886939
"Toolan's",-0.1764017,51.6186582
"The Greyhound",0.0069276,51.5357918
"The Princess of Wales",0.0030319,51.5400841
"Turl Bar",-1.256076,51.7527388
"Luscombe's at The Golden Ball",-0.9286144,51.5569288
"The Rainbow Inn",-0.935598,51.56588
"Prince Albert",-0.8483211,51.6089748
"Stag and Huntsman",-0.8689133,51.572562
"The Rose And Crown",-1.2616289,51.7647059
"Gardeners Arms",-1.2620828,51.7644918
"Harvester",-0.3661879,51.5488121
"The Billacombe",-4.0837274,50.3655805
"The Three Tuns/closed for sale",-0.136276,52.0765206
"The Slaters Arms",-0.5282934,52.1313249
"Black Bear",-2.2184402,50.6800348
"The Newcome Arms",-1.0707152,50.8001603
"The Unicorn Hotel",-0.9846097,52.9872039
"Anchor Inn",-0.9854509,52.9875242
"Stonebridge Inn",-1.6001308,54.7666057
"The Ship",-0.8295821,51.4119669
"The Foxhound",-4.0373495,50.3506419
"The Ranch",-6.3302831,53.3424242
"Hungerford Arms",-0.058009,51.5144771
"The Happy Landing",-0.4752273,51.4512858
"The Sloop Inn",-3.8687217,50.2783121
"The Jersey Arms",-3.9167002,51.6396786
"The Pleasure Boat",-0.30086,51.5395864
"Kings Head",0.4846048,52.2526488
"The Chequers",0.5175531,52.2478802
"Affleck Arms",0.5203619,52.2266036
"The Honey Pot",-1.2671776,51.752156
"The Dragon",-0.2792472,52.6281589
"Mermaid Tavern",-2.452012,49.4700827
"The Retreat",-2.4224387,52.0366977
"Bridge Barn",-0.5746062,51.3171533
"The Trevellers Rest",-1.5215186,54.7882725
"The Pines",-4.3650931,55.8401528
"Morrisons",-8.5577818,52.644159
"The Seacourt Bridge",-1.2989103,51.7518231
"The Bear and Ragged Staff",-1.336792,51.7336157
"The Greyhound",-1.3358562,51.7130855
"The Alliance",-0.076522,51.3982211
"The William Stanley",-0.0761693,51.3985503
"King Harold",-0.00506659999999,51.554085
"Bay Horse",-2.0118192,53.9409645
"The Iron Bridge",-2.6481124,51.4938076
"The Junction",-1.7690459,53.8400498
"The Shadforth Plough",-1.4668529,54.7625442
"Sportsmans Arms",-1.5304607,54.7861615
"Punchbowl",-2.5825319,51.4560012
"The Claret",-0.0736716,51.379938
"The Eagle",-0.00202209999999,51.5491883
"The Tall Ships",-1.2495532,54.7075206
"White Hart",-2.5349182,49.4583914
"Ship & Crown",-2.5355643,49.4563707
"The Fox",-1.0971495,51.2049358
"The Yew Tree",-1.091522,51.1534257
"Houmet Tavern",-2.5538388,49.4944404
"The Deerhound Inn",-2.5899554,49.4320836
"Fontaine Inn",-2.531383,49.4776875
"Rose and Crown",-0.1489622,51.5040513
"Coach and Horses",-0.1473572,51.5091532
"Cleos",0.0019562,51.5488696
"The Windmill Inn",0.0012102,51.545883
"Railway Tavern",0.000123100000005,51.5450976
"012 Bar & Grill Restaurant",0.0032106,51.542752
"Golden Grove",0.0039543,51.5437004
"The Goose on the Broadway",0.0028205,51.54246
"The Bystander",-1.3159758,51.7071933
"The Mitheli Arms",-2.2133479,53.4828391
"Derby Arms",-2.1877745,53.4833865
"Jolly Carter",-2.1567345,53.4798897
"Royal Oak",-2.152454,53.480213
"Church Hotel",-2.1451758,53.4792132
"Moss Tavern",-2.1413362,53.4793025
"Snipe Inn",-2.1259097,53.4791772
"The Station Hotel",-2.0922166,53.486697
"The Church",-2.0571526,53.4857656
"The Friendship",-2.0405729,53.513092
"The Best O'Brass",-2.0406702,53.513542
"Woodend Tavern",-2.0362314,53.5210005
"Roaches Lock",-2.0321401,53.5250062
"Tollemache Arms",-2.0305281,53.5266019
"Royal George",-2.0250693,53.529431
"The Clarence",-1.9992337,53.5324806
"Britannia Inn",-2.0411213,53.5155956
"The Commercial",-2.0411448,53.5145508
"The Sycamore",-2.0741164,53.4864203
"White Horse",-2.0773292,53.486949
"Fairfield Arms",-2.1437322,53.4736871
"CK's",-2.1583485,53.4729163
"Forrester's Arms",-2.1643416,53.472697
"Seven Stars",-2.2087161,53.4749369
"The Fox",-1.2920203,51.7103707
"The Queens",-1.9380656,53.4496805
"The Shiires",-0.5745692,53.4998975
"The Three Crowns",-0.4638596,51.4555788
"The Spotted Cow",-2.5317227,51.4749322
"The Trafalgar Arms",-1.077234,50.8019752
"O'Neills",-8.8964724,52.7609702
"The Oddfellows Arms",-1.4172011,54.7824106
"The Grey Horse",-1.4171576,54.7838716
"College Bar",-4.4278097,55.8452084
"Lambton Arms",-1.5049513,54.7747811
"The Cross Keys",-1.5059872,54.7748698
"The Avenue",-1.5397627,54.7530678
"Asylum Travern",-0.0586344,51.4772459
"The Diplomat",-1.5106542,52.4109068
"The Man of Kent",-0.0586742,51.4647569
"The Hand in Hand",-0.1267936,51.4475367
"The King William",-2.5031741,51.4808798
"The Nags Head",-2.4786975,53.0708032
"Holly Bush Inn",-1.8683223,52.3144513
"The Plough",-1.2492804,51.4035801
"The Swan",-1.2444566,51.3945444
"Dog and Bacon",-0.3293184,51.0752217
"The Coot",-0.3410858,51.0672125
"The Town Hall",-0.5142051,51.4329931
"Dr. Inks",-0.1075107,51.5071635
"The Electric Arms",-1.0772015,50.8007119
"The Old Mill",-1.54057,53.6652996
"Crown and Anchor",-0.5450508,51.3020592
"The Red Lion",-0.8105252,51.6656288
